Trinkle Tinkle,Swing,Thelonious Monk,1175
Triste,Bossa,AntonioCarlos Jobim,1176
Troubled Waters,Swing,Arthur Johnston,1177
Try A Little Tenderness,Ballad,Harry Woods,1178
Tune Up,Swing,Miles Davis,1179
Turn Out The Stars,Ballad,Bill Evans,1180
Turnaround,Swing,Ornette Coleman,1181
Twisted Blues,Swing,Wes Montgomery,1182
Two For The Road,Ballad,Henry Mancini,1183
Two Sleepy People,Ballad,Hoagy Carmichael,1184
Ugly Beauty,Waltz,Thelonious Monk,1185
Undecided,Swing,Charlie Shavers,1186
Under A Blanket Of Blue,Swing,Jerry Livingston,1187
Unforgettable,Ballad,Gordon Irving,1188
Unit Seven,Swing,Sam Jones,1189
United,Waltz,Wayne Shorter,1190
Unity Village,Ballad,Pat Metheny,1191
Unrequited,Even 8ths,Brad Mehldau,1192
Up Jumped Spring,Waltz,Freddie Hubbard,1193
Up With The Lark,Swing,Jerome Kern,1194
Upper Manhattan Medical Group,Swing,Billy Strayhorn,1195
Valse Hot,Waltz,Sonny Rollins,1196
Very Early,Waltz,Bill Evans,1197
Very Thought Of You, The,Ballad,Ray Noble,1198
Violets For Your Furs,Ballad,AdairDennis,1199
Virgo,Ballad,Wayne Shorter,1200
Voyage,Swing,Kenny Barron,1201
Wait Till You See Her,Swing,Richard Rodgers,1202
Walk Tall,Funk,Cannonball Adderley,1203
Walkin',Swing,Miles Davis,1204
Walkin' My Baby Back Home,Swing,AhlertTurk,1205
Walkin' Shoes,Swing,Gerry Mulligan,1206
Walkin' up,Swing,Bill Evans,1207
Waltz For Debby,Waltz,Bill Evans,1208
Warm Valley,Ballad,Duke Ellington,1209
Watch What Happens,Bossa,Michel Legrand,1210
Watermelon Man,Even 8ths,Herbie Hancock,1211
Wave,Bossa,AntonioCarlos Jobim,1212
Way You Look Tonight, The,Swing,Jerome Kern,1213
Wayne's Thang,Swing,Kenny Garrett,1214
We See,Swing,Thelonious Monk,1215
We Will Meet Again,Waltz,Bill Evans,1216
We'll Be Together Again,Ballad,Carl Fisher,1217
Weaver Of Dreams, A,Swing,Victor Young,1218
Webb City,Swing,Bud Powell,1219
Well You Needn't,Swing,Thelonious Monk,1220
Wendy,Swing,Paul Desmond,1221
West Coast Blues,Waltz,Wes Montgomery,1222
What A Difference A Day Made,Ballad,Maria Grever,1223
What A Little Moonlight Can Do,Swing,Harry Woods,1224
What A Wonderful World,Ballad,WeissThiele,1225
What Are You Doing New Years,Ballad,Frank Loesser,1226
What Are You Doing The Rest Of Your Life?,Ballad,Michel Legrand,1227
What Is This Thing Called Love,Swing,Cole Porter,1228
What'll I Do,Waltz,Irving Berlin,1229
What's New,Ballad,Bob Haggard,1230
When I Fall In Love,Ballad,Victor Young,1231
When It Rains,Even 8ths,Brad Mehldau,1232
When It's Sleepy Time Down South,Swing,Traditional,1233
When Lights Are Low,Swing,Benny Carter,1234
When Sunny Gets Blue,Ballad,Marvin Fisher,1235
When The Saints Go Marching In,Swing,Traditional,1236
When The Sun Comes Out,Ballad,Harold Arlen,1237
When You Wish Upon A Star,Ballad,Leigh Harline,1238
When You're Smilin',Swing,Shay  Fisher  Goodwin,1239
Where Are You?,Ballad,Jimmy McHugh,1240
Where Or When,Swing,Richard Rodgers,1241
While We're Young,Waltz,WilderPalitz,1242
Whisper Not,Swing,Benny Golson,1243
Who Can I Turn To,Swing,NewleyBricusse,1244
Who Cares,Swing,George Gershwin,1245
Who's Sorry Now?,Ballad,SnyderKalmarRuby,1246
Why Do I Love You?,Swing,Jerome Kern,1247
Why Don't You Do Right?,Swing,KansasJoe McCoy,1248
Wild Flower,Waltz,Wayne Shorter,1249
Will You Still Be Mine?,Swing,Matt Dennis,1250
Willow Weep For Me,Swing,Ann Ronell,1251
Windows,Waltz,Chick Corea,1252
Witch Hunt,Swing,Wayne Shorter,1253
Witchcraft,Swing,Cy Coleman,1254
With A Song In My Heart,Swing,Richard Rodgers,1255
With The Wind And The Rain In Hair,Swing,Clare Edwards,1256
Without A Song,Swing,Vincent Youmans,1257
Wives And Lovers,Waltz,Burt Bacharach,1258
Wonderful Day Like Today, A,Swing,BricusseNewley,1259
Woody'n You,Swing,Dizzy Gillespie,1260
Work Song,Swing,Nat Adderley,1261
Worth The Wait,Swing,Peter Erskine,1262
Wouldn't It Be Loverly,Swing,Frederick Loewe,1263
Wow,Swing,Lennie Tristano,1264
Wrap Your Troubles In Dreams,Swing,Harry Barris,1265
Yardbird Suite,Swing,Charlie Parker,1266
Yes And No,Swing,Wayne Shorter,1267
Yesterday's Gardenias,Swing,Robertson Mysels,1268
Yesterdays,Swing,Jerome Kern,1269
You And The Night And The Music,Swing,Arthur Schwartz,1270
You Are Too Beautiful,Ballad,Richard Rodgers,1271
You Better Go Now,Swing,ReichnerGraham,1272
You Brought A New Kind Of Love,Swing,FainKavalNorman,1273
You Can Depend On Me,Swing,CarpenterDunlapHines,1274
You Do Something To Me,Swing,Cole Porter,1275
You Don't Know What Love Is,Ballad,RayeDePaul,1276
You Go To My Head,Ballad,Fred Coots,1277
You Keep Coming Back Like A Song,Swing,Irving Berlin,1278
You Made Me Love You,Swing,James Monaco,1279
You Make Me Feel So Young,Swing,Josef Myrow,1280
You Must Believe In Spring,Ballad,Michel Legrand,1281
You Stepped Out Of A Dream,Swing,NacioHerbBrown,1282
You Took Advantage Of Me,Swing,Richard Rodgers,1283
You Turned The Tables on Me,Swing,Louis Alter,1284
You Won't Forget Me,Ballad,GoellSpielman,1285
You'd Be So Nice To Come Home To,Swing,Cole Porter,1286
You're Blasé,Swing,Ord Hamilton,1287
You're Everything,Bossa,Chick Corea,1288
You're Laughing At Me,Swing,Irving Berlin,1289
You're My Everything,Swing,Harry Warren,1290
You're My Thrill,Swing,Jay Gorney,1291
You're Nobody Till Somebody Loves You,Swing,MorganStockCavanaugh,1292
You're The Top,Swing,Cole Porter,1293
You've Changed,Ballad,Carl Fisher,1294
Young And Foolish,Ballad,Albert Hague,1295
Young At Heart,Ballad,Johnny Richards,1296
Zing Went The Strings Of My Heart,Swing,James Hanley,1297
Zingaro (Retrato Em Branco E Preto),Bossa,AntonioCarlos Jobim,1298
Zoltan,Latin,Woody Shaw,1299
